column,rank,value,rows,pct_of_dataset
source_dataset,1,openalex; crossref,51984,40.138
source_dataset,2,repositories_combined,47378,36.582
source_dataset,3,openalex; crossref; sljol; repositories_combined,9083,7.013
source_dataset,4,sljol; repositories_combined,8811,6.803
source_dataset,5,openalex,7343,5.67
source_dataset,6,openalex; crossref; repositories_combined,4688,3.62
source_dataset,7,openalex; crossref; repositories_combined; sljol,113,0.087
source_dataset,8,crossref,51,0.039
source_dataset,9,crossref; openalex,22,0.017
source_dataset,10,openalex; sljol; repositories_combined,14,0.011
source_dataset,11,repositories_combined; sljol,11,0.008
source_dataset,12,openalex; repositories_combined,9,0.007
source_dataset,13,crossref; repositories_combined,4,0.003
source_dataset,14,crossref; openalex; repositories_combined,1,0.001
source_institution_id,1,sljol,17617,13.603
source_institution_id,2,ruh,10630,8.208
source_institution_id,3,uom,10230,7.899
source_institution_id,4,jfn_research,7453,5.755
source_institution_id,5,seu,4004,3.092
source_institution_id,6,uwu,3812,2.943
source_institution_id,7,pdn,3296,2.545
source_institution_id,8,sliit,3122,2.411
source_institution_id,9,cmb,2656,2.051
source_institution_id,10,jfn_medicine,2527,1.951
source_institution_id,11,busl,2423,1.871
source_institution_id,12,nsf,1368,1.056
source_institution_id,13,sltc,475,0.367
source_institution_id,14,sljol; ruh,93,0.072
source_institution_id,15,ruh; sljol,60,0.046
source_institution_id,16,sljol; jfn_medicine,57,0.044
source_institution_id,17,sljol; cmb,55,0.042
source_institution_id,18,sljol; jfn_research,51,0.039
source_institution_id,19,cmb; sljol,50,0.039
source_institution_id,20,uom; sliit,38,0.029
source_record_id,1,https://openalex.org/W4238110074; 10.1002/9781118663219.wbegss081,1,0.001
source_record_id,2,https://openalex.org/W2921121004; 10.1002/9781118663219.wbegss631,1,0.001
source_record_id,3,https://openalex.org/W4200471318; 10.1002/9781119009924.eopr0063,1,0.001
source_record_id,4,https://openalex.org/W2737305979; 10.1002/9781119246329.ch17,1,0.001
source_record_id,5,https://openalex.org/W2974675620; 10.1002/9781119501800.ch4,1,0.001
source_record_id,6,https://openalex.org/W3035530209; 10.1002/9781119585640.ch16,1,0.001
source_record_id,7,https://openalex.org/W3166304279; 10.1002/9781119607045.ch24,1,0.001
source_record_id,8,https://openalex.org/W3136795594; 10.1002/9781119670186.ch19,1,0.001
source_record_id,9,https://openalex.org/W3137112139; 10.1002/9781119670186.ch23,1,0.001
source_record_id,10,https://openalex.org/W3176852916; 10.1002/9781119670391.ch27,1,0.001
source_record_id,11,https://openalex.org/W3165708168; 10.1002/9781119678595.ch24,1,0.001
source_record_id,12,https://openalex.org/W3164076550; 10.1002/9781119678595.ch26,1,0.001
source_record_id,13,https://openalex.org/W3032180582; 10.1002/9781119682042.ch1,1,0.001
source_record_id,14,https://openalex.org/W3158450736; 10.1002/9781119711308.ch3; oai:rda.sliit.lk:123456789/1812,1,0.001
source_record_id,15,https://openalex.org/W3159469037; 10.1002/9781119711308.ch5; oai:rda.sliit.lk:123456789/1811,1,0.001
source_record_id,16,https://openalex.org/W3194684953; 10.1002/9781119745884.ch15,1,0.001
source_record_id,17,https://openalex.org/W4226024140; 10.1002/9781119763499.ch2; oai:rda.sliit.lk:123456789/2815,1,0.001
source_record_id,18,https://openalex.org/W3123618442; 10.1002/9781119786122.ch2,1,0.001
source_record_id,19,https://openalex.org/W3216391473; 10.1002/9781119793403.ch9,1,0.001
source_record_id,20,https://openalex.org/W4365504439; 10.1002/9781119811749.ch16,1,0.001
source_datestamp,1,2021-06-01T05:16:03Z,75,0.058
source_datestamp,2,2021-06-01T05:16:04Z,64,0.049
source_datestamp,3,2021-06-01T05:16:05Z,57,0.044
source_datestamp,4,2021-06-01T05:16:07Z,56,0.043
source_datestamp,5,2021-06-01T05:16:06Z,50,0.039
source_datestamp,6,2021-06-01T05:16:08Z,48,0.037
source_datestamp,7,2021-06-01T05:16:02Z,44,0.034
source_datestamp,8,2025-07-13T16:47:57Z,44,0.034
source_datestamp,9,2021-06-01T05:15:59Z,42,0.032
source_datestamp,10,2021-06-01T05:16:09Z,38,0.029
source_datestamp,11,2025-07-13T16:47:56Z,38,0.029
source_datestamp,12,2021-06-01T05:16:10Z,36,0.028
source_datestamp,13,2021-06-01T05:16:17Z,34,0.026
source_datestamp,14,2021-06-01T05:16:18Z,34,0.026
source_datestamp,15,2021-06-01T05:16:23Z,30,0.023
source_datestamp,16,2021-06-01T05:16:19Z,30,0.023
source_datestamp,17,2021-06-01T05:16:21Z,30,0.023
source_datestamp,18,2021-06-01T05:16:24Z,29,0.022
source_datestamp,19,2021-06-01T05:16:22Z,29,0.022
source_datestamp,20,2021-06-01T05:16:20Z,29,0.022
openalex_id,1,https://openalex.org/W4238110074,1,0.001
openalex_id,2,https://openalex.org/W2921121004,1,0.001
openalex_id,3,https://openalex.org/W4200471318,1,0.001
openalex_id,4,https://openalex.org/W2737305979,1,0.001
openalex_id,5,https://openalex.org/W2974675620,1,0.001
openalex_id,6,https://openalex.org/W3035530209,1,0.001
openalex_id,7,https://openalex.org/W3166304279,1,0.001
openalex_id,8,https://openalex.org/W3136795594,1,0.001
openalex_id,9,https://openalex.org/W3137112139,1,0.001
openalex_id,10,https://openalex.org/W3176852916,1,0.001
openalex_id,11,https://openalex.org/W3165708168,1,0.001
openalex_id,12,https://openalex.org/W3164076550,1,0.001
openalex_id,13,https://openalex.org/W3032180582,1,0.001
openalex_id,14,https://openalex.org/W3158450736,1,0.001
openalex_id,15,https://openalex.org/W3159469037,1,0.001
openalex_id,16,https://openalex.org/W3194684953,1,0.001
openalex_id,17,https://openalex.org/W4226024140,1,0.001
openalex_id,18,https://openalex.org/W3123618442,1,0.001
openalex_id,19,https://openalex.org/W3216391473,1,0.001
openalex_id,20,https://openalex.org/W4365504439,1,0.001
doi,1,10.1002/9781118663219.wbegss081,1,0.001
doi,2,10.1002/9781118663219.wbegss631,1,0.001
doi,3,10.1002/9781119009924.eopr0063,1,0.001
doi,4,10.1002/9781119246329.ch17,1,0.001
doi,5,10.1002/9781119501800.ch4,1,0.001
doi,6,10.1002/9781119585640.ch16,1,0.001
doi,7,10.1002/9781119607045.ch24,1,0.001
doi,8,10.1002/9781119670186.ch19,1,0.001
doi,9,10.1002/9781119670186.ch23,1,0.001
doi,10,10.1002/9781119670391.ch27,1,0.001
doi,11,10.1002/9781119678595.ch24,1,0.001
doi,12,10.1002/9781119678595.ch26,1,0.001
doi,13,10.1002/9781119682042.ch1,1,0.001
doi,14,10.1002/9781119711308.ch3,1,0.001
doi,15,10.1002/9781119711308.ch5,1,0.001
doi,16,10.1002/9781119745884.ch15,1,0.001
doi,17,10.1002/9781119763499.ch2,1,0.001
doi,18,10.1002/9781119786122.ch2,1,0.001
doi,19,10.1002/9781119793403.ch9,1,0.001
doi,20,10.1002/9781119811749.ch16,1,0.001
url,1,https://ciobwcs.com/downloads/WCS2016-Proceedings.pdf,58,0.045
url,2,https://ciobwcs.com/downloads/WCS2017-Proceedings.pdf,54,0.042
url,3,http://dl.lib.uom.lk/handle/123/20862,43,0.033
url,4,https://uom.lk/sites/default/files/civil/files/TRF%202019_0.pdf,39,0.03
url,5,https://slstl.lk/r4tli-2016/,38,0.029
url,6,https://uom.lk/sites/default/files/civil/files/TRF%202018_0.pdf,34,0.026
url,7,https://slstl.lk/r4tli-2017/,31,0.024
url,8,https://ieeexplore.ieee.org/xpl/conhome/8528200/proceeding,30,0.023
url,9,https://uom.lk/sites/default/files/civil/files/TRF%202020_0.pdf,27,0.021
url,10,https://uom.lk/sites/default/files/civil/files/TRFAbstract%202016_0.pdf,26,0.02
url,11,https://ieeexplore.ieee.org/xpl/conhome/9580924/proceeding,25,0.019
url,12,https://uom.lk/sites/default/files/ere/files/ISERME%202021%20Proceedings_2.pdf,24,0.019
url,13,https://slstl.lk/r4tli-2020/,22,0.017
url,14,https://uom.lk/sites/default/files/civil/files/TRF%202017_0.pdf,21,0.016
url,15,https://ieeexplore.ieee.org/xpl/conhome/7818135/proceeding,17,0.013
url,16,https://slstl.lk/r4tli-2021/,17,0.013
url,17,https://doi.org/10.3390/,6,0.005
url,18,https://doi.org/10.31705/,6,0.005
url,19,http://dl.lib.uom.lk/handle/123/19696,4,0.003
url,20,http://dl.lib.uom.lk,3,0.002
pdf_url,1,https://dergipark.org.tr/tr/pub/dfbd/issue/73122/989448,2,0.002
pdf_url,2,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119811749.ch16,1,0.001
pdf_url,3,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119857839.ch8,1,0.001
pdf_url,4,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119867333.ch14,1,0.001
pdf_url,5,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119867333.ch20,1,0.001
pdf_url,6,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119867333.ch24,1,0.001
pdf_url,7,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119867333.ch3,1,0.001
pdf_url,8,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119867333.ch6,1,0.001
pdf_url,9,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119867333.ch9,1,0.001
pdf_url,10,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119867371.ch16,1,0.001
pdf_url,11,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119867371.ch2,1,0.001
pdf_url,12,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119867371.ch8,1,0.001
pdf_url,13,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119879534.ch20,1,0.001
pdf_url,14,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119879534.ch24,1,0.001
pdf_url,15,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119879534.ch6,1,0.001
pdf_url,16,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781119879534.ch9,1,0.001
pdf_url,17,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781394234769.ch36,1,0.001
pdf_url,18,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781394237029.ch1,1,0.001
pdf_url,19,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781394237029.ch13,1,0.001
pdf_url,20,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/9781394237029.ch14,1,0.001
title,1,Editorial,132,0.102
title,2,Contributors,48,0.037
title,3,List of contributors,45,0.035
title,4,Cover page,44,0.034
title,5,Contents,38,0.029
title,6,Editorial Note,37,0.029
title,7,AHSBCH 1231 - Basic community health,28,0.022
title,8,Introduction,27,0.021
title,9,AHSBS 1211 - Basic statistics,22,0.017
title,10,Sri Lanka,16,0.012
title,11,Preliminaries,16,0.012
title,12,AHSBPH 1253- Basic Physiology II,14,0.011
title,13,From the Editor…,14,0.011
title,14,AHSBB 1146 - Basic biochemistry,12,0.009
title,15,Index,10,0.008
title,16,Reviewer response for version 1,10,0.008
title,17,From the Editor,10,0.008
title,18,AHSBPH 1253 - Basic Physiology II,10,0.008
title,19,2022 August,10,0.008
title,20,Conclusion,9,0.007
abstract,1,No abstract available,1609,1.242
abstract,2,This is the Abstract,389,0.3
abstract,3,No abstract available.,104,0.08
abstract,4,1. Exact Pro 2. Abans,89,0.069
abstract,5,No Abstract available.,16,0.012
abstract,6,No abstract,15,0.012
abstract,7,5th ICAHETS – 2024,12,0.009
abstract,8,No Abstract available,11,0.008
abstract,9,Abstract not available,9,0.007
abstract,10,Poster,9,0.007
abstract,11,Date of Conference: 5-7 Dec. 2019 Date Added to IEEE Xplore: 29 May 2020,8,0.006
abstract,12,"The present study was carried out to analyze the economic loss of Sri Lankan fishers due to the poaching activities by Indian trawlers. Fishery resources are major livelihoods in South Indian and North Sri Lankan people who have been fished in harmony since ancient time but the situation has gone upside down since early 90s. Because fish stocks on the Indian side were fast depleting due to over-exploitation, the number of Indian fishing vessels entering into Sri Lankan waters for fishing also rapidly increased. A survey was carried out at Karainagar, Point Pedro and Mathagal region from September 2015 to February 2016 in order to assess the economic loss of Sri Lankan fishers from indicated areas. Primary data related to yield lost, income lost and nautical lost were collected from 100 families by providing a pre-tested questionnaire and secondary data related to the economic lost were collected from co-operative societies of the respective regions. Collected data were subjected to descriptive statistical analysis and one-way analysis of variance. The highest yield lost was recorded in Point Pedro followed by Mathagal, which were being 435.20 ± 125.8 kg/month and 428.10 ± 120.0 kg/month respectively. Mathagal area faced significantly (P < 0.05) high amount of income lost (SLR/month 85, 571.00 ± 35,119.00) than the other area. The nautical lost in Karainagar, Point Pedro and Mathagal area were 8, 6 and 5 Nautical Miles respectively. Fishers living in Mathagal and Point Pedro area faced significantly (P < 0.05) high amount of economic lost by Indian trawlers than the Karainagar area. From the present study it can be concluded that the intrusion of Indian trawlers into the Sri Lankan territorial waters should be restricted in order to reduce the economic loss of the Sri Lankan fishers.",6,0.005
abstract,13,An amendment to this paper has been published and can be accessed via the original article.,5,0.004
abstract,14,Please find the attached document for the Content of the Abstract.,5,0.004
abstract,15,"This conference provides a forum for bringing academics, industry professionals, and students together to share their findings with the Logistics and Transport community.",5,0.004
abstract,16,"Background Cardiovascular diseases (CVD) are the commonest indirect medical cause of maternal deaths worldwide, both in high-income and low and middle-income countries. To minimize the effects of CVD in pregnancy, proper risk assessment and appropriate referral is required. In Sri Lanka, cardiovascular disease complicating pregnancy is a significant cause of maternal mortality, second only to postpartum hemorrhage. Screening for CVD in pregnancy in Sri Lanka is limited to a routine clinical assessment. Evidence-based guidelines are yet to be developed, and this deficit may have resulted in a substantial underestimation of the CVD burden. This study aims to determine the burden of CVD in early pregnancy and develop a risk prediction model to be used in field pregnancy clinics in Sri Lanka to reduce CVD effects in pregnancy. Methods A prospective cohort study was carried out in the Anuradhapura district, Sri Lanka. Following registration to the antenatal care, pregnant women fulfilling the eligibility criteria were invited to attend a special clinic at their relevant Medical Officer of Health (MOH) area. Risk assessment was done through history and a clinical examination, and suspected/probable cases were referred for an echocardiogram by a consultant cardiologist. All the recruited participants in the first trimester were prospectively followed up and screened again between 24–28 weeks of the period of amenorrhoea (POA). Antenatal ward admissions with CVD complicating pregnancy will be extracted, and a telephone interview will be carried out between 6–12 weeks after the expected delivery date to cover postpartum morbidities. Discussion This proposed study will be the largest of its kind carried out in the local setting. The study's findings will be beneficial for policymakers to develop guidelines to reduce maternal cardiovascular disease morbidities and mortalities in Sri Lanka.",4,0.003
abstract,17,-,4,0.003
abstract,18,No Abstract Available,4,0.003
abstract,19,Not abstract available,4,0.003
abstract,20,Abstract,4,0.003
keywords,1,article,573,0.442
keywords,2,conference paper,273,0.211
keywords,3,food science; food technology,125,0.097
keywords,4,export agriculture degree programme (eag),113,0.087
keywords,5,"hospitality, tourism and events management degree programme (hte)",106,0.082
keywords,6,"hospitality, tourism and events management degree programme",101,0.078
keywords,7,entrepreneurship and management degree programme,99,0.076
keywords,8,management; entrepreneurship; human resource management,87,0.067
keywords,9,book,81,0.063
keywords,10,tea technology and value addition degree programme ( tea),70,0.054
keywords,11,palm and latex technology and value addition degree programme ( plt),58,0.045
keywords,12,computer science; information science; computing and information science,57,0.044
keywords,13,animal sciences; agriculture; animal production; animal production technology,55,0.042
keywords,14,material sciences; mineral sciences,55,0.042
keywords,15,aquatic resources technology degree programme ( aqt),53,0.041
keywords,16,environmental science; environmental engineering; geochemistry; ecology; green technology,52,0.04
keywords,17,environmental science; environmental engineering; geochemistry; ecology,49,0.038
keywords,18,tourism management; hospitality management; human resource development,46,0.036
keywords,19,research abstract,41,0.032
keywords,20,biochemistry,38,0.029
publication_year,1,2025,15576,12.027
publication_year,2,2021,14352,11.082
publication_year,3,2024,13441,10.378
publication_year,4,2022,12948,9.998
publication_year,5,2023,12861,9.93
publication_year,6,2020,11610,8.964
publication_year,7,2019,11488,8.87
publication_year,8,2018,10280,7.937
publication_year,9,2017,9776,7.548
publication_year,10,2016,9084,7.014
publication_year,11,2026,8096,6.251
publication_date,1,2019,2710,2.092
publication_date,2,2020,2525,1.95
publication_date,3,2017,2466,1.904
publication_date,4,2021,2446,1.889
publication_date,5,2018,2433,1.879
publication_date,6,2016,2340,1.807
publication_date,7,2024,2251,1.738
publication_date,8,2025-01-01,1975,1.525
publication_date,9,2025,1950,1.506
publication_date,10,2022,1780,1.374
publication_date,11,2023,1509,1.165
publication_date,12,2021-01-01,1345,1.039
publication_date,13,2023-01-01,1322,1.021
publication_date,14,2024-01-01,1301,1.005
publication_date,15,2026-01-01,1118,0.863
publication_date,16,2022-01-01,1081,0.835
publication_date,17,2020-01-01,1051,0.812
publication_date,18,2019-01-01,741,0.572
publication_date,19,2018-01-01,736,0.568
publication_date,20,2016-01-01,668,0.516
type,1,article,47182,36.431
type,2,Article,21635,16.705
type,3,conference-paper,11611,8.965
type,4,journal-article,8847,6.831
type,5,Other,8363,6.457
type,6,preprint,4893,3.778
type,7,book-chapter,3061,2.363
type,8,Conference-Full-text,2342,1.808
type,9,Conference-Abstract,2074,1.601
type,10,Thesis-Full-text,1870,1.444
type,11,report,1554,1.2
type,12,Conference paper,1523,1.176
type,13,Past Question Paper,1298,1.002
type,14,Exam Paper,1245,0.961
type,15,Thesis,1207,0.932
type,16,conference-abstract,1118,0.863
type,17,review,964,0.744
type,18,Research abstract,948,0.732
type,19,Thesis-Abstract,830,0.641
type,20,dataset,792,0.612
authors,1,Uva Wellassa University,1244,0.961
authors,2,Bhiksu University Of Sri Lanka,706,0.545
authors,3,University of Jaffna,703,0.543
authors,4,H&SS,667,0.515
authors,5,EIE,413,0.319
authors,6,LUNCHANAWAT NIMMAHNRATANAKUL,397,0.307
authors,7,Department of Pharmacy,375,0.29
authors,8,MGT,356,0.275
authors,9,Department of Nursing,349,0.269
authors,10,MME,304,0.235
authors,11,CEE,280,0.216
authors,12,FGS,245,0.189
authors,13,FMST,207,0.16
authors,14,Department of Information and Communication Technology,177,0.137
authors,15,Department of Engineering Technology,155,0.12
authors,16,Department of Computer Science,147,0.114
authors,17,IS,144,0.111
authors,18,Faculty of Management and Finance,144,0.111
authors,19,"NIMMAHNRATANAKUL, LUNCHANAWAT",143,0.11
authors,20,"Department of, Pharmacy",141,0.109
author_count,1,2,14062,10.858
author_count,2,3,12838,9.913
author_count,3,1,10722,8.279
author_count,4,4,9592,7.406
author_count,5,5,7514,5.802
author_count,6,6,5915,4.567
author_count,7,7,3264,2.52
author_count,8,8,2172,1.677
author_count,9,9,1487,1.148
author_count,10,10,1093,0.844
author_count,11,11,780,0.602
author_count,12,12,610,0.471
author_count,13,13,430,0.332
author_count,14,14,309,0.239
author_count,15,15,293,0.226
author_count,16,16,197,0.152
author_count,17,17,159,0.123
author_count,18,100,158,0.122
author_count,19,18,113,0.087
author_count,20,19,112,0.086
author_affiliations,1,University of Sri Jayewardenepura,2844,2.196
author_affiliations,2,University of Peradeniya,2833,2.187
author_affiliations,3,University of Colombo,2619,2.022
author_affiliations,4,University of Moratuwa,2607,2.013
author_affiliations,5,University of Kelaniya,1832,1.415
author_affiliations,6,Sri Lanka Institute of Information Technology,1425,1.1
author_affiliations,7,University of Ruhuna,1126,0.869
author_affiliations,8,University of Jaffna,1092,0.843
author_affiliations,9,Department of Archaeology,1058,0.817
author_affiliations,10,Sabaragamuwa University of Sri Lanka,799,0.617
author_affiliations,11,University of the Visual & Performing Arts,626,0.483
author_affiliations,12,National Hospital of Sri Lanka,614,0.474
author_affiliations,13,Rajarata University of Sri Lanka,601,0.464
author_affiliations,14,Open University of Sri Lanka,576,0.445
author_affiliations,15,Wayamba University of Sri Lanka,547,0.422
author_affiliations,16,General Sir John Kotelawala Defence University,505,0.39
author_affiliations,17,South Eastern University of Sri Lanka,474,0.366
author_affiliations,18,Uva Wellassa University,384,0.296
author_affiliations,19,Institute of Archaeology; Department of Archaeology,267,0.206
author_affiliations,20,Oxford Archaeology; Department of Archaeology,225,0.174
author_orcids,1,https://orcid.org/0000-0003-2923-4065,41,0.032
author_orcids,2,https://orcid.org/0000-0001-9201-0449,37,0.029
author_orcids,3,https://orcid.org/0000-0001-8570-0580,36,0.028
author_orcids,4,https://orcid.org/0000-0002-0398-5197,29,0.022
author_orcids,5,https://orcid.org/0000-0002-7213-5858,27,0.021
author_orcids,6,https://orcid.org/0000-0002-1394-4532,27,0.021
author_orcids,7,https://orcid.org/0000-0002-7341-9078,27,0.021
author_orcids,8,https://orcid.org/0000-0001-7871-2401,23,0.018
author_orcids,9,https://orcid.org/0000-0003-0438-9837,22,0.017
author_orcids,10,https://orcid.org/0000-0002-1873-768X,21,0.016
author_orcids,11,https://orcid.org/0000-0002-5495-2029,21,0.016
author_orcids,12,https://orcid.org/0000-0002-5253-2717,21,0.016
author_orcids,13,https://orcid.org/0000-0002-1873-8228,19,0.015
author_orcids,14,https://orcid.org/0000-0003-3072-5240,18,0.014
author_orcids,15,https://orcid.org/0000-0002-5592-1742,18,0.014
author_orcids,16,https://orcid.org/0000-0002-7679-4164,17,0.013
author_orcids,17,https://orcid.org/0000-0002-9239-1648,17,0.013
author_orcids,18,https://orcid.org/0000-0002-1522-9276,17,0.013
author_orcids,19,https://orcid.org/0000-0003-3346-4410,16,0.012
author_orcids,20,https://orcid.org/0000-0002-2018-0606,16,0.012
sri_lankan_authors,1,LUNCHANAWAT NIMMAHNRATANAKUL,397,0.307
sri_lankan_authors,2,"NIMMAHNRATANAKUL, LUNCHANAWAT",143,0.11
sri_lankan_authors,3,Candauda Arachchige Saliya,110,0.085
sri_lankan_authors,4,Meththika Vithanage,110,0.085
sri_lankan_authors,5,Ranil Fernando,101,0.078
sri_lankan_authors,6,Rishmi Ayodhya Sri Wijebandara,98,0.076
sri_lankan_authors,7,Himal A. Suraweera,69,0.053
sri_lankan_authors,8,Julian Thamboo,67,0.052
sri_lankan_authors,9,Janaka Ekanayake,66,0.051
sri_lankan_authors,10,Miyuru Chandradasa,59,0.046
sri_lankan_authors,11,Aditi Mukherji,54,0.042
sri_lankan_authors,12,Chaminda Chandrasekara,49,0.038
sri_lankan_authors,13,CHAMPIKA BANDARA; ANUSHA GAYAN ATTHANAGODA,47,0.036
sri_lankan_authors,14,Daniel Fernando,45,0.035
sri_lankan_authors,15,Nalin N. Wijayawardene,42,0.032
sri_lankan_authors,16,Narayanage Jayantha Dewasiri,41,0.032
sri_lankan_authors,17,Dushantha Nalin K. Jayakody,41,0.032
sri_lankan_authors,18,Disna Ratnasekera,39,0.03
sri_lankan_authors,19,R. P. C. R. Rajapakse,38,0.029
sri_lankan_authors,20,Suresh P. Benjamin,38,0.029
contributors,1,"Gunaruwan, TL",217,0.168
contributors,2,"Pasindu, HR",161,0.124
contributors,3,"Rathnayake, M; Adhikariwatte, V; Hemachandra, K",141,0.109
contributors,4,"Samarawickrama, S",138,0.107
contributors,5,"Abeysooriya, R; Adikariwattage, V; Hemachandra, K",135,0.104
contributors,6,"Adhikariwatte, W; Rathnayake, M; Hemachandra, K",126,0.097
contributors,7,"Chathuranga, D",101,0.078
contributors,8,"Waidyasekara, KGAS; Jayasena, HS; Wimalaratne, PLI; Tennakoon, GA",99,0.076
contributors,9,"Perera, HLK",86,0.066
contributors,10,"Weeraddana, C; Edussooriya, CUS; Abeysooriya, RP",85,0.066
contributors,11,"Sandanayake, YG; Gunatilake, S; Waidyasekara, KGAS",85,0.066
contributors,12,"Sandanayake, YG; Waidyasekara, KGAS; Ranadewa, KATO; Chandanie, H",85,0.066
contributors,13,"Jayasekara, AGBP; Bandara, HMND; Amarasinghe, YWR",73,0.056
